adm4_pcode,adm4_en,adm3_pcode,adm3_en,adm2_pcode,adm2_en,adm1_pcode,adm1_en,brgy_total_area,uuid,date,freq,pct_area_flood_hazard_100yr_low,pct_area_flood_hazard_100yr_med,pct_area_flood_hazard_100yr_high,pct_area_flood_hazard_25yr_low,pct_area_flood_hazard_25yr_med,pct_area_flood_hazard_25yr_high,pct_area_flood_hazard_5yr_low,pct_area_flood_hazard_5yr_med,pct_area_flood_hazard_5yr_high,pct_area_landslide_hazard_low,pct_area_landslide_hazard_med,pct_area_landslide_hazard_high
PH112402177,Bantol,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,19.2171,PNHZD0000D1,1/1/2015,S,1.1629,3.6604,10.5439,0,0,0,0,0,0,7.4782,38.7377,30.5701
PH112402152,Barangay 19-B (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,3.0547,PNHZD0000D2,1/1/2015,S,7.8507,4.2236,32.2656,7.183,3.3476,29.3417,5.7794,9.1751,20.5594,0.1915,0.3006,0.0211
PH112402128,Tungakalan,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,17.2716,PNHZD0000D3,1/1/2015,S,4.7185,2.076,3.5702,4.0881,1.827,3.0887,3.2191,1.4651,2.4321,5.754,21.2315,7.1349
PH112402131,Wangan,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,12.4754,PNHZD0000D4,1/1/2015,S,11.2134,9.5246,7.7382,0,0,0,0,0,0,0.4721,1.6736,0.223
PH112402134,Barangay 1-A (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.1531,PNHZD0000D5,1/1/2015,S,0.183,15.1685,84.5563,7.9133,53.6562,27.6917,12.9693,4.9512,21.7066,0,0,0
PH112402037,Dacudao,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,13.076,PNHZD0000D6,1/1/2015,S,12.2273,6.9281,5.4919,0,0,0,0,0,0,1.9174,5.5493,0.5503
PH112402056,Alejandra Navarro (Lasang),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,7.0263,PNHZD0000D7,1/1/2015,S,22.4026,25.2526,14.6058,19.4176,22.8472,11.5605,15.8661,21.1266,7.5301,0.0399,0.0043,0
PH112402078,Matina Biao,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,10.8305,PNHZD0000D8,1/1/2015,S,7.6422,4.9154,9.2601,7.5023,4.8891,7.7084,5.673,4.3613,5.7808,5.2042,10.2878,1.8534
PH112402071,Mapula,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,73.5327,PNHZD0000D9,1/1/2015,S,1.0679,4.4423,3.7842,0,0,0,0,0,0,6.8422,34.562,43.5931
PH112402194,Ubalde,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.0913,PNHZD0000DA,1/1/2015,S,4.3916,88.5786,0,0,0,0,0,0,0,0,0,0
PH112402136,Barangay 3-A (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.2016,PNHZD0000DB,1/1/2015,S,37.224,7.385,0,31.3383,0.2698,0,22.0082,0,0,0,0,0
PH112402146,Barangay 13-B (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.1297,PNHZD0000DC,1/1/2015,S,21.1781,0.2886,0,15.684,0.0391,0,9.1867,0,0,0,0,0
PH112402083,New Valencia,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,8.8189,PNHZD0000DD,1/1/2015,S,2.7147,2.0887,44.0869,2.8617,2.965,40.3472,2.854,2.1137,33.0716,4.7207,18.1995,5.9615
PH112402034,Colosas,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,106.596,PNHZD0000DE,1/1/2015,S,1.3624,4.2857,5.676,0,0,0,0,0,0,7.2592,39.8269,47.3111
PH112402195,Waan,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,5.6115,PNHZD0000DF,1/1/2015,S,1.2105,1.2533,54.8901,1.5468,1.7191,47.7612,1.6365,1.9184,40.3825,10.0749,21.4635,3.4901
PH112402118,Tamayong,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,19.6589,PNHZD0000E0,1/1/2015,S,2.8789,3.9669,4.4842,0.1112,0.0728,0.27,0.0807,0.0871,0.222,6.261,24.0037,8.0934
PH112402158,Barangay 25-C (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.0521,PNHZD0000E1,1/1/2015,S,42.1482,0.4195,0,25.0292,0.1918,0,11.1892,0,0,0,0,0
PH112402188,Magsaysay,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,41.4993,PNHZD0000E2,1/1/2015,S,1.2181,4.2494,4.2098,0.1622,0.0503,0.0493,0.1172,0.028,0.0346,8.4078,50.0098,28.9576
PH112402191,Saloy,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,21.949,PNHZD0000E3,1/1/2015,S,1.7985,5.2348,5.9429,0,0,0,0,0,0,11.8483,41.2074,19.8857
PH112402065,Malabog,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,86.4677,PNHZD0000E4,1/1/2015,S,1.6136,4.8532,5.0313,0,0,0,0,0,0,9.9521,39.2828,26.9265
PH112402183,Gumitan,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,55.7957,PNHZD0000E5,1/1/2015,S,0.732,4.0672,6.1306,0,0,0,0,0,0,3.7758,26.5817,61.4312
PH112402026,Calinan (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,9.0483,PNHZD0000E6,1/1/2015,S,20.1502,41.3821,15.972,0,0,0,0,0,0,0.1103,0.1256,0
PH112402062,Mabuhay,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,12.5102,PNHZD0000E7,1/1/2015,S,2.4555,7.6068,12.7322,0,0,0,0,0,0,9.2511,53.314,22.894
PH112402031,Catalunan Pequeño,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,5.8022,PNHZD0000E8,1/1/2015,S,7.8756,4.7907,2.8319,4.55,2.7993,1.5473,3.3097,2.1748,0.803,3.0408,4.4608,0.3422
PH112402017,Biao Guianga,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,5.8069,PNHZD0000E9,1/1/2015,S,11.5516,6.663,0.7511,7.5291,4.8728,0.4145,6.5057,3.4325,0.1671,0.0853,0.0011,0
PH112402157,Barangay 24-C (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.0799,PNHZD0000EA,1/1/2015,S,47.2347,1.1469,0,30.2958,0.2505,0,9.3818,0,0,0,0,0
PH112402161,Barangay 28-C (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.1525,PNHZD0000EB,1/1/2015,S,48.616,4.4846,0,35.6407,2.1196,0,20.1007,0.6557,0,0,0,0
PH112402121,Tapak,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,117.1487,PNHZD0000EC,1/1/2015,S,0.785,4.0119,4.2651,0,0,0,0,0,0,6.8259,37.5204,46.5304
PH112402061,Ma-a,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,10.8594,PNHZD0000ED,1/1/2015,S,8.1389,10.5207,46.8418,10.9632,12.9003,28.1115,11.6916,11.53,16.7582,3.3956,6.2038,0.1357
PH112402054,Lampianao,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,9.3673,PNHZD0000EE,1/1/2015,S,7.3159,7.4215,7.0979,0.0428,0.0342,1.1622,0.0352,0.0224,1.0299,7.3464,18.8768,5.7293
PH112402082,New Carmen,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,11.1305,PNHZD0000EF,1/1/2015,S,2.0516,2.2545,25.7925,2.2152,2.4702,24.4379,2.4706,4.6681,17.5345,6.6948,35.5685,17.3832
PH112402125,Tigatto,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,7.7856,PNHZD0000F0,1/1/2015,S,1.1335,1.0956,63.2295,1.1852,1.4285,60.7908,1.3879,1.9704,56.3912,4.9648,10.5764,2.9179
PH112402020,Bucana,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,4.5405,PNHZD0000F1,1/1/2015,S,14.6593,23.7988,21.4353,11.665,12.2466,11.4428,10.6283,5.2267,4.0095,0,0,0
PH112402156,Barangay 23-C (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.1992,PNHZD0000F2,1/1/2015,S,13.1958,29.5401,0,9.4315,26.8071,0,22.9392,3.3568,0,0,0,0
PH112402059,Lubogan,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,2.2291,PNHZD0000F3,1/1/2015,S,16.3333,11.0563,19.421,14.1658,8.9571,16.2638,6.8412,4.9498,13.0596,2.6775,5.2297,0.9079
PH112402175,Baganihan,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,19.1256,PNHZD0000F4,1/1/2015,S,3.5167,4.8741,2.7425,1.9734,1.3968,1.1671,1.6351,1.2592,0.5677,12.2178,35.5712,13.155
PH112402044,Eden,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,8.0721,PNHZD0000F5,1/1/2015,S,5.1601,2.0389,2.5758,4.4078,1.7756,2.2574,3.4068,1.5093,1.7034,10.5696,19.589,4.3204
PH112402052,Lacson,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,10.0451,PNHZD0000F6,1/1/2015,S,9.3347,10.4815,9.7676,0,0,0,0,0,0,2.8541,8.8929,4.2547
PH112402168,Barangay 35-D (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.0747,PNHZD0000F7,1/1/2015,S,19.8364,0,0,14.1911,0,0,6.9095,0,0,0,0,0
PH112402029,Carmen,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,7.8821,PNHZD0000F8,1/1/2015,S,2.0112,4.0376,5.4338,0,0,0,0,0,0,1.6429,18.8943,52.6654
PH112402021,Buhangin (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,5.5145,PNHZD0000F9,1/1/2015,S,10.8435,12.4679,1.5285,6.1074,6.2073,0.8792,5.7319,4.0233,0.4693,1.5543,0.9042,0.0059
PH112402171,Barangay 38-D (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.1178,PNHZD0000FA,1/1/2015,S,18.1769,30.0041,0,18.8488,4.2458,0,13.6361,1.953,0,0,0,0
PH112402101,Sasa,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,7.4529,PNHZD0000FB,1/1/2015,S,11.6865,7.1463,2.0632,0,0,0,0,0,0,0.9621,0.6077,0
PH112402003,Alambre,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,3.2491,PNHZD0000FC,1/1/2015,S,9.0192,11.5161,22.7696,8.5923,10.0824,19.1296,6.5372,8.5732,12.6415,2.5618,8.212,1.9728
PH112402123,Tibuloy,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,8.0523,PNHZD0000FD,1/1/2015,S,6.6511,2.6227,4.4781,4.2385,1.0563,1.772,2.6925,0.9098,1.2441,2.5626,7.3421,0.9356
PH112402086,Pampanga,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,1.1878,PNHZD0000FE,1/1/2015,S,19.1491,5.9885,2.0265,0,0,0,0,0,0,0,0,0
PH112402045,Fatima (Benowang),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,27.3082,PNHZD0000FF,1/1/2015,S,1.8588,4.6053,7.2593,0,0,0.044,0,0.0007,0.0422,15.1417,57.3041,16.2444
PH112402066,Malagos,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,10.0782,PNHZD000100,1/1/2015,S,7.9615,7.3961,3.211,0,0,0,0,0,0,4.415,9.3935,1.5707
PH112402080,Mudiang,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,5.2808,PNHZD000101,1/1/2015,S,1.9142,5.8179,4.9186,0,0,0,0,0,0,13.0554,19.9033,1.3556
PH112402057,Lizada,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,4.5226,PNHZD000102,1/1/2015,S,9.3443,46.487,39.1457,11.0662,53.954,27.5682,14.1124,57.9885,15.975,0.0243,0,0
PH112402042,Dominga,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,8.4317,PNHZD000103,1/1/2015,S,2.2526,6.3473,11.8295,0,0,0,0,0,0,10.5731,32.0221,13.4753
PH112402154,Barangay 21-C (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.0916,PNHZD000104,1/1/2015,S,26.4271,0,0,17.5097,0,0,8.2129,0,0,0,0,0
PH112402002,Agdao,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.3607,PNHZD000105,1/1/2015,S,34.2972,7.0816,0,27.3076,3.1768,0,14.0469,1.4474,0,0,0,0
PH112402150,Barangay 17-B (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.0552,PNHZD000106,1/1/2015,S,54.6949,30.5795,0,55.07,16.8672,0,43.964,4.9279,0,0,0,0
PH112402151,Barangay 18-B (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.1993,PNHZD000107,1/1/2015,S,39.7245,15.4015,0,35.8334,8.8739,0,23.6517,4.1578,0,0,0,0
PH112402012,Bangkas Heights,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,2.5008,PNHZD000108,1/1/2015,S,9.6568,1.9036,2.3098,0.3847,0.2547,2.1615,0.2698,0.3371,1.8408,0.965,1.2702,0.01
PH112402184,Inayangan,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,17.9957,PNHZD000109,1/1/2015,S,1.5579,4.7427,4.1458,0,0,0,0,0,0,14.0932,43.167,12.0062
PH112402099,Salaysay,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,45.637,PNHZD00010A,1/1/2015,S,1.0531,3.8488,5.4994,0.0199,0.0545,0.0185,0.0268,0.0434,0.0125,10.7512,40.3862,29.0871
PH112402127,Tugbok (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,10.152,PNHZD00010B,1/1/2015,S,10.862,9.8915,10.5469,0.222,0.1596,0.0344,0.1796,0.1205,0.0177,0.3276,0.6123,0.0404
PH112402074,Matina Aplaya,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,3.2361,PNHZD00010C,1/1/2015,S,28.9504,17.7195,2.4352,29.2521,13.1161,2.0956,22.2523,7.62,1.3988,0,0,0
PH112402185,"Kap. Tomas Monteverde, Sr.",PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.2028,PNHZD00010D,1/1/2015,S,43.9076,10.7324,0,35.2049,4.9264,0,13.5203,2.4986,0,0,0,0
PH112402117,Talomo River,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,8.8197,PNHZD00010E,1/1/2015,S,15.9458,8.5977,2.1585,0,0,0,0,0,0,0.2014,0.0562,0
PH112402014,Bato,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,9.8339,PNHZD00010F,1/1/2015,S,3.8355,3.8417,9.9383,3.5592,3.5537,8.7902,3.1605,3.0177,7.2099,6.1125,15.7311,5.599
PH112402114,Tagurano,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,5.8354,PNHZD000110,1/1/2015,S,3.5345,1.7876,3.3407,3.1401,1.6224,2.92,2.7225,1.409,2.2511,7.7114,17.5454,6.1992
PH112402145,Barangay 12-B (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.1629,PNHZD000111,1/1/2015,S,27.4948,3.5997,0,20.2172,2.6713,0,12.3657,0.5753,0,0,0,0
PH112402087,Panacan,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,10.1275,PNHZD000112,1/1/2015,S,6.2331,14.1211,7.4622,0,0,0,0,0,0,4.8216,4.5001,0.411
PH112402153,Barangay 20-B (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.5784,PNHZD000113,1/1/2015,S,34.2313,16.2751,0.0173,32.5864,11.0941,0,24.4427,5.53,0,0,0,0
PH112402075,Matina Crossing,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,4.9953,PNHZD000114,1/1/2015,S,15.781,27.1741,4.9778,16.8507,17.1746,3.8976,15.5182,10.6162,2.9095,2.8075,5.9702,0.1604
PH112402006,Bago Oshiro,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,8.3358,PNHZD000115,1/1/2015,S,17.703,10.727,0.9939,0,0,0,0,0,0,0,0,0
PH112402197,Alfonso Angliongto Sr.,PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,2.4756,PNHZD000116,1/1/2015,S,11.3818,15.9118,3.3182,0,0,0,0,0,0,0,0,0
PH112402170,Barangay 37-D (Pob.),PH112402000,Davao City,PH112400000,Davao del Sur,PH110000000,Region XI,0.1219,PNHZD000117,1/1/2015,S,27.1296,0.2461,0,19.3792,0,0,9.4944,0,0,0,0,0
PH063022084,Our Lady Of Fatima,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1906,PNHZD000118,1/1/2015,S,4.5929,0,0,0,0,0,0,0,0,0,0,0
PH063022081,Kauswagan,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0434,PNHZD000119,1/1/2015,S,0.2306,0,0,0,0,0,0,0,0,0,0,0
PH063022178,Abeto Mirasol Taft South (Quirino Abeto),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.544,PNHZD00011A,1/1/2015,S,29.7513,4.5013,0.0184,0,0,0,0,0,0,0,0,0
PH063022189,Villa Anita,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1176,PNHZD00011B,1/1/2015,S,47.5593,0,0,0,0,0,0,0,0,0,0,0
PH063022064,Guzman-Jesena,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.8889,PNHZD00011C,1/1/2015,S,23.4089,6.7519,0.0675,0,0,0,0,0,0,0,0,0
PH063022033,Camalig,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.5585,PNHZD00011D,1/1/2015,S,25.0255,17.3343,12.1486,0,0,0,0,0,0,0,0,0
PH063022080,Katilingban,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0484,PNHZD00011E,1/1/2015,S,10.1952,0,0,0,0,0,0,0,0,0,0,0
PH063022097,Luna (Jaro),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0387,PNHZD00011F,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022154,San Jose (Jaro),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.038,PNHZD000120,1/1/2015,S,59.0747,0,0,0,0,0,0,0,0,0,0,0
PH063022041,Cubay,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.0505,PNHZD000121,1/1/2015,S,14.8414,49.5741,2.2795,0,0,0,0,0,0,0,0,0
PH063022186,Timawa Tanza II,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0446,PNHZD000122,1/1/2015,S,19.9299,0,0,0,0,0,0,0,0,0,0,0
PH063022161,San Roque,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0545,PNHZD000123,1/1/2015,S,5.45,4.5901,11.1989,0,0,0,0,0,0,0,0,0
PH063022023,Bonifacio (Arevalo),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.3728,PNHZD000124,1/1/2015,S,31.1196,29.0971,13.6106,0,0,0,0,0,0,0,0,0
PH063022060,South Fundidor,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.7899,PNHZD000125,1/1/2015,S,12.8742,37.6533,0,0,0,0,0,0,0,0,0,0
PH063022159,San Pedro (Jaro),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0616,PNHZD000126,1/1/2015,S,2.5671,4.9436,1.2902,0,0,0,0,0,0,0,0,0
PH063022181,Tap-oc,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0601,PNHZD000127,1/1/2015,S,2.1984,25.1513,0,0,0,0,0,0,0,0,0,0
PH063022011,Balantang,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.9534,PNHZD000128,1/1/2015,S,30.9421,5.6839,0,9.3246,1.5699,0,0,0,0,0,0,0
PH063022043,Mabolo-Delgado,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0524,PNHZD000129,1/1/2015,S,34.4802,0,0,0,0,0,0,0,0,0,0,0
PH063022177,Tacas,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,3.6503,PNHZD00012A,1/1/2015,S,17.4701,51.6058,23.4293,0,0,0,0,0,0,0.3195,0.1566,0.1339
PH063022115,Navais,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.2421,PNHZD00012B,1/1/2015,S,8.858,65.2549,0,0,0,0,0,0,0,0,0,0
PH063022071,Infante,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0897,PNHZD00012C,1/1/2015,S,2.3075,0,0,0,0,0,0,0,0,0,0,0
PH063022188,Veterans Village,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2329,PNHZD00012D,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022045,Desamparados,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0271,PNHZD00012E,1/1/2015,S,98.9989,1.0011,0,0,0,0,0,0,0,0,0,0
PH063022168,Santo Niño Sur,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.9807,PNHZD00012F,1/1/2015,S,27.8334,13.6986,6.1494,0,0,0,0,0,0,0,0,0
PH063022069,Hipodromo,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0535,PNHZD000130,1/1/2015,S,96.945,3.055,0,0,0,0,0,0,0,0,0,0
PH063022169,Santo Rosario-Duran,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1146,PNHZD000131,1/1/2015,S,12.3517,0,0,0,0,0,0,0,0,0,0,0
PH063022124,Our Lady Of Lourdes,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2331,PNHZD000132,1/1/2015,S,30.4188,15.205,4.0502,0,0,0,0,0,0,0,0,0
PH063022091,"Libertad, Santa Isabel",PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0458,PNHZD000133,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022139,Railway,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0664,PNHZD000134,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022117,North Fundidor,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.6989,PNHZD000135,1/1/2015,S,4.6037,35.9562,0,0,0,0,0,0,0,0,0,0
PH063022121,Obrero-Lapuz,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.3138,PNHZD000136,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022062,Gloria,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0235,PNHZD000137,1/1/2015,S,91.3426,8.6574,0,0,0,0,0,0,0,0,0,0
PH063022170,Simon Ledesma,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.06,PNHZD000138,1/1/2015,S,2.6519,5.076,8.2368,0,0,0,0,0,0,0,0,0
PH063022093,Lopez Jaena (Jaro),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.048,PNHZD000139,1/1/2015,S,2.1253,1.4737,1.9112,0,0,0,0,0,0,0,0,0
PH063022157,San Nicolas,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1468,PNHZD00013A,1/1/2015,S,33.5017,0.0001,0,0,0,0,0,0,0,0,0,0
PH063022073,Jalandoni Estate-Lapuz,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1296,PNHZD00013B,1/1/2015,S,6.6551,14.4772,0,0,0,0,0,0,0,0,0,0
PH063022106,Marcelo H. del Pilar,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2982,PNHZD00013C,1/1/2015,S,16.519,5.7946,5.1811,0,0,0,0,0,0,0,0,0
PH063022171,So-oc,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,2.2546,PNHZD00013D,1/1/2015,S,11.9093,69.1427,0.2262,0,0,0,0,0,0,0,0,0
PH063022094,Loboc-Lapuz,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.4025,PNHZD00013E,1/1/2015,S,18.6451,32.347,0,0,0,0,0,0,0,0,0,0
PH063022021,Bolilao,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.3538,PNHZD00013F,1/1/2015,S,14.2915,29.7695,1.5219,0,0,0,0,0,0,0,0,0
PH063022005,Alalasan Lapuz,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0729,PNHZD000140,1/1/2015,S,21.7056,6.2314,0,0,0,0,0,0,0,0,0,0
PH063022156,San Juan,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.3183,PNHZD000141,1/1/2015,S,16.6427,20.6568,0,0,0,0,0,0,0,0,0,0
PH063022201,Tabuc Suba (La Paz),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.9401,PNHZD000142,1/1/2015,S,23.9727,22.1765,1.9956,0,0,0,0,0,0,0,0,0
PH063022022,Bonifacio Tanza,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0428,PNHZD000143,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022025,Buhang Taft North,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.3304,PNHZD000144,1/1/2015,S,35.2398,17.8684,0.4232,0,0,0,0,0,0,0,0,0
PH063022001,Santa Cruz,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.5633,PNHZD000145,1/1/2015,S,25.8786,54.5935,4.1819,0,0,0,0,0,0,0,0,0
PH063022126,Rizal Palapala II,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.028,PNHZD000146,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022137,Rizal Estanzuela,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0351,PNHZD000147,1/1/2015,S,0.0004,0,0,0,0,0,0,0,0,0,0,0
PH063022118,North Baluarte,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1259,PNHZD000148,1/1/2015,S,2.0579,2.2844,0,0,0,0,0,0,0,0,0,0
