adm4_pcode,adm4_en,adm3_pcode,adm3_en,adm2_pcode,adm2_en,adm1_pcode,adm1_en,brgy_total_area,uuid,date,freq,pct_area_flood_hazard_100yr_low,pct_area_flood_hazard_100yr_med,pct_area_flood_hazard_100yr_high,pct_area_flood_hazard_25yr_low,pct_area_flood_hazard_25yr_med,pct_area_flood_hazard_25yr_high,pct_area_flood_hazard_5yr_low,pct_area_flood_hazard_5yr_med,pct_area_flood_hazard_5yr_high,pct_area_landslide_hazard_low,pct_area_landslide_hazard_med,pct_area_landslide_hazard_high
PH083747083,Barangay 54,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0791,PNHZD00024C,1/1/2015,S,8.1925,0,0,0,0,0,0,0,0,0,0,0
PH083747069,Barangay 43-B,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.2605,PNHZD00024D,1/1/2015,S,7.8771,4.0105,0,0,0,0,0,0,0,11.3725,32.0062,1.5454
PH083747141,Barangay 48-B,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.011,PNHZD00024E,1/1/2015,S,3.6301,0,0,0,0,0,0,0,0,0,0,0
PH083747148,Barangay 62-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.2058,PNHZD00024F,1/1/2015,S,36.5349,3.4583,0,0,0,0,0,0,0,0,0,0
PH083747116,Barangay 83-A (San Jose),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.1495,PNHZD000250,1/1/2015,S,11.2182,1.5088,0,1.7884,1.38,0,2.0259,0.3396,0,0,0,0
PH083747060,Barangay 37,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0789,PNHZD000251,1/1/2015,S,32.7275,0,0,0,0,0,0,0,0,0,0,0
PH083747049,Barangay 27,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0309,PNHZD000252,1/1/2015,S,13.9567,0,0,0,0,0,0,0,0,0,0,0
PH083747130,Barangay 96 (Calanipawan),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.586,PNHZD000253,1/1/2015,S,35.409,12.7162,0,17.4165,4.7722,0,14.6256,1.4153,0,0,0,0
PH083747143,Barangay 54-A,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0247,PNHZD000254,1/1/2015,S,6.4886,0,0,0,0,0,0,0,0,0,0,0
PH083747014,Barangay 7,PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,0.0162,PNHZD000255,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH137603001,Alabang,PH137603000,City of Muntinlupa,PH137600000,"NCR, Fourth District",PH130000000,National Capital Region,3.944,PNHZD000256,1/1/2015,S,18.6514,18.8178,7.4917,16.9981,15.4508,6.0716,15.0387,9.8844,4.1054,0.4261,0.0431,0.0279
PH137603006,Putatan,PH137603000,City of Muntinlupa,PH137600000,"NCR, Fourth District",PH130000000,National Capital Region,4.2887,PNHZD000257,1/1/2015,S,11.7199,10.5575,3.9198,10.6537,8.7045,3.1849,9.1765,6.0837,2.0872,0.007,0,0
PH137603004,Cupang,PH137603000,City of Muntinlupa,PH137600000,"NCR, Fourth District",PH130000000,National Capital Region,4.9155,PNHZD000258,1/1/2015,S,13.9049,21.4851,4.2877,14.0251,18.3542,3.495,13.7138,12.4161,2.4508,0.0041,0,0
PH137603002,Bayanan,PH137603000,City of Muntinlupa,PH137600000,"NCR, Fourth District",PH130000000,National Capital Region,0.9165,PNHZD000259,1/1/2015,S,17.855,21.4371,6.0784,17.2808,15.3607,4.7108,13.9585,8.0603,2.7702,0,0,0
PH137603009,New Alabang Village,PH137603000,City of Muntinlupa,PH137600000,"NCR, Fourth District",PH130000000,National Capital Region,6.752,PNHZD00025A,1/1/2015,S,11.478,8.1023,3.5893,10.1277,6.5843,3.0024,8.0774,4.6324,2.2222,0.0207,0,0
PH137603007,Sucat,PH137603000,City of Muntinlupa,PH137600000,"NCR, Fourth District",PH130000000,National Capital Region,2.6653,PNHZD00025B,1/1/2015,S,22.3811,15.2407,1.355,20.2304,12.0385,1.0336,16.3396,7.781,0.6702,0.0113,0,0
PH137603003,Buli,PH137603000,City of Muntinlupa,PH137600000,"NCR, Fourth District",PH130000000,National Capital Region,0.6598,PNHZD00025C,1/1/2015,S,26.0777,23.5531,6.3099,22.8795,18.2105,5.7632,14.0783,12.5754,4.456,0,0,0
PH137603005,Poblacion,PH137603000,City of Muntinlupa,PH137600000,"NCR, Fourth District",PH130000000,National Capital Region,6.559,PNHZD00025D,1/1/2015,S,4.824,3.6394,4.0364,4.396,3.2232,3.768,3.3175,2.6511,2.7971,1.4208,0.4667,0.1799
PH137603008,Tunasan,PH137603000,City of Muntinlupa,PH137600000,"NCR, Fourth District",PH130000000,National Capital Region,8.4835,PNHZD00025E,1/1/2015,S,5.8668,4.1053,0.4503,5.891,3.2115,0.5148,5.2211,1.6558,0.3772,1.7923,0.9887,0.1687
PH137401027,Wack-wack Greenhills,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,2.8749,PNHZD00025F,1/1/2015,S,11.7906,10.8024,5.1364,10.4482,9.4286,3.5648,8.6066,6.7053,2.3419,0.0104,0,0.0383
PH137401009,Daang Bakal,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.1731,PNHZD000260,1/1/2015,S,10.7542,51.4569,22.7205,17.14,46.0229,13.2453,26.7528,26.0944,9.6398,0,0,0
PH137401023,Pleasant Hills,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.207,PNHZD000261,1/1/2015,S,9.3578,3.9903,0,9.0872,2.6031,0,7.7212,1.3354,0,0,0,0
PH137401004,Barangka Ibaba,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.1599,PNHZD000262,1/1/2015,S,16.9983,3.8559,4.8425,14.0819,2.1609,4.3082,10.7362,1.1654,3.46,0,0,0
PH137401005,Barangka Ilaya,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.4823,PNHZD000263,1/1/2015,S,5.8602,4.8241,5.3586,4.8027,4.0929,4.8606,3.6154,3.1798,4.2248,0.1659,0.2012,0
PH137401021,Pag-asa,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.1225,PNHZD000264,1/1/2015,S,3.8696,22.2821,41.7676,7.6357,36.9295,18.5973,15.8617,24.8954,2.7841,0,0,0
PH137401003,Barangka Drive,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.2129,PNHZD000265,1/1/2015,S,17.464,4.6133,0,16.6496,2.4926,0,14.0231,0.5638,0,0,0,0
PH137401016,Malamig,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.3146,PNHZD000266,1/1/2015,S,17.2447,2.9145,0,13.8626,2.1837,0,9.9659,0.8611,0,0,0,0
PH137401011,Hagdang Bato Libis,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.1446,PNHZD000267,1/1/2015,S,7.6407,25.9043,3.9522,7.892,23.7311,3.358,10.1407,20.3533,1.1521,0,0,0
PH137401001,Addition Hills,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,1.167,PNHZD000268,1/1/2015,S,9.7845,7.3549,3.6101,9.0103,6.2038,2.8676,7.6304,4.857,2.0022,0.127,0,0
PH137401008,Buayang Bato,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.0827,PNHZD000269,1/1/2015,S,12.092,13.99,17.3644,11.4818,11.184,16.5742,11.4767,8.1168,15.0817,1.5725,2.0921,0
PH137401013,Highway Hills,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,1.1577,PNHZD00026A,1/1/2015,S,8.6574,3.8381,1.61,7.5069,3.196,1.3085,5.7687,2.4247,0.9324,0,0,0
PH137401012,Harapin Ang Bukas,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.0478,PNHZD00026B,1/1/2015,S,18.3986,2.3757,0,14.9394,1.0462,0,11.7975,0.4185,0,0,0,0
PH137401026,Vergara,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.1732,PNHZD00026C,1/1/2015,S,31.1832,9.1372,14.2231,27.857,6.5238,12.8611,18.6057,14.1999,3.6395,0,0,0
PH137401017,Mauway,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.6574,PNHZD00026D,1/1/2015,S,10.6458,6.2547,1.2157,10.0095,4.9852,0.9099,7.561,3.4634,0.5378,0,0,0
PH137401006,Barangka Itaas,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.1781,PNHZD00026E,1/1/2015,S,6.8318,5.0651,6.2009,4.3454,3.996,5.4581,3.4697,4.2078,4.3349,0,0,0
PH137401002,Bagong Silang,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.1393,PNHZD00026F,1/1/2015,S,20.7151,45.273,3.6544,22.1584,39.3701,2.6854,24.5754,27.0304,1.777,0,0,0
PH137401010,Hagdang Bato Itaas,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.173,PNHZD000270,1/1/2015,S,3.4692,0.2978,0,2.65,0.24,0,1.626,0.0526,0,0,0,0
PH137401025,San Jose,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.0888,PNHZD000271,1/1/2015,S,21.0622,18.2503,0,23.6893,10.106,0,20.999,2.9299,0,0.8078,0,0
PH137401014,Hulo,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.3741,PNHZD000272,1/1/2015,S,28.8311,15.5942,16.2548,26.7174,10.6596,14.9388,21.0622,8.1258,12.1688,0,0,0
PH137401007,Burol,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.0205,PNHZD000273,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH137401020,Old Zañiga,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.2461,PNHZD000274,1/1/2015,S,15.7943,31.0394,25.0652,18.3699,33.046,13.2491,24.1245,26.7368,0.3332,0,0,0
PH137401015,Mabini-J. Rizal,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.1997,PNHZD000275,1/1/2015,S,10.2904,24.3357,62.4404,5.5194,39.7061,41.0512,15.2714,41.5956,9.7473,0,0,0
PH137401024,Poblacion,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.2261,PNHZD000276,1/1/2015,S,12.1238,21.5303,19.4002,12.0568,25.0854,9.9996,16.3932,11.5323,2.084,0,0,0
PH137401019,New Zañiga,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.2249,PNHZD000277,1/1/2015,S,42.8972,15.7903,0.0438,42.552,9.0004,0,33.9898,4.0348,0,0,0,0
PH137401018,Namayan,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,0.3856,PNHZD000278,1/1/2015,S,11.9299,39.5617,20.955,12.2557,33.5213,16.4717,20.3244,6.3704,15.0283,0.0259,0,0
PH137401022,Plainview,PH137401000,City of Mandaluyong,PH137400000,"NCR, Second District",PH130000000,National Capital Region,1.0839,PNHZD000279,1/1/2015,S,21.0475,33.5447,0.7565,22.6893,27.0354,0.3875,22.9265,17.9497,0.1845,0,0,0
PH137503001,Sipac-Almacen,PH137503000,City of Navotas,PH137500000,"NCR, Third District",PH130000000,National Capital Region,0.2223,PNHZD00027A,1/1/2015,S,34.9986,32.6545,2.8626,26.4848,20.9022,0.3598,23.1488,5.5352,0,0,0,0
PH137503002,Bagumbayan North,PH137503000,City of Navotas,PH137500000,"NCR, Third District",PH130000000,National Capital Region,0.0676,PNHZD00027B,1/1/2015,S,21.5244,8.5146,0,9.0393,5.9219,0,7.3809,2.205,0,0,0,0
PH137503011,San Rafael Village,PH137503000,City of Navotas,PH137500000,"NCR, Third District",PH130000000,National Capital Region,0.4287,PNHZD00027C,1/1/2015,S,4.0861,82.3233,12.3424,11.1221,74.5879,10.8874,40.4517,30.5916,7.7531,0,0,0
PH137503012,San Roque,PH137503000,City of Navotas,PH137500000,"NCR, Third District",PH130000000,National Capital Region,0.3004,PNHZD00027D,1/1/2015,S,34.5435,17.2784,0,27.832,11.4598,0,21.5809,4.5706,0,0,0,0
PH137503010,San Jose (Pob.),PH137503000,City of Navotas,PH137500000,"NCR, Third District",PH130000000,National Capital Region,0.7083,PNHZD00027E,1/1/2015,S,33.4198,20.4794,4.7442,26.9656,16.1021,0.5788,21.172,7.9648,0,0,0,0.0106
PH137503005,Daanghari,PH137503000,City of Navotas,PH137500000,"NCR, Third District",PH130000000,National Capital Region,0.3185,PNHZD00027F,1/1/2015,S,45.2285,12.3765,0.6234,38.6491,7.7393,0,28.4077,2.7244,0,0,0,0
PH137503004,Bangculasi,PH137503000,City of Navotas,PH137500000,"NCR, Third District",PH130000000,National Capital Region,0.2393,PNHZD000280,1/1/2015,S,27.7521,42.0123,6.1257,32.4865,26.8332,0.85,19.2407,15.5107,0.1671,0,0,0.0161
PH137503013,Tangos,PH137503000,City of Navotas,PH137500000,"NCR, Third District",PH130000000,National Capital Region,0.3824,PNHZD000281,1/1/2015,S,21.3939,13.6081,0.1046,17.0815,11.1187,0,13.8462,6.4133,0,0,0,0
PH137503003,Bagumbayan South,PH137503000,City of Navotas,PH137500000,"NCR, Third District",PH130000000,National Capital Region,0.0717,PNHZD000282,1/1/2015,S,36.5555,39.27,6.8494,28.3929,28.7055,0,17.8476,17.8798,0,0,0,0
PH137503006,Navotas East,PH137503000,City of Navotas,PH137500000,"NCR, Third District",PH130000000,National Capital Region,0.0662,PNHZD000283,1/1/2015,S,41.5622,46.7612,0,29.157,25.5591,0,23.9872,0.9429,0,0,0,0
PH137503009,"North Bay Blvd., South",PH137503000,City of Navotas,PH137500000,"NCR, Third District",PH130000000,National Capital Region,1.6533,PNHZD000284,1/1/2015,S,27.9483,30.5223,6.1557,32.7613,19.1662,2.9681,21.6721,10.6873,0.4534,0.0181,0.0121,0.0015
PH137503007,Navotas West,PH137503000,City of Navotas,PH137500000,"NCR, Third District",PH130000000,National Capital Region,0.0581,PNHZD000285,1/1/2015,S,39.3363,0.1157,0,11.5532,0,0,5.274,0,0,0,0,0
PH137503014,Tanza,PH137503000,City of Navotas,PH137500000,"NCR, Third District",PH130000000,National Capital Region,5.7566,PNHZD000286,1/1/2015,S,36.8971,40.9136,0.326,45.7914,20.3559,0.0203,39.8516,3.7383,0,0.2148,0.0455,0.0547
PH137503008,"North Bay Blvd., North",PH137503000,City of Navotas,PH137500000,"NCR, Third District",PH130000000,National Capital Region,0.2661,PNHZD000287,1/1/2015,S,20.4797,7.0482,0,17,1.653,0,12.2215,0.6362,0,0.0004,0,0.0137
PH104305004,Balubal,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,15.945,PNHZD000288,1/1/2015,S,2.1588,4.6951,6.6509,0,0,0,0,0,0,4.6837,32.6604,36.5283
PH104305001,Agusan,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,6.2792,PNHZD000289,1/1/2015,S,2.4028,11.6713,12.1597,0,0,0,0,0,0,7.172,26.1482,24.1795
PH104305002,Baikingon,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,5.5726,PNHZD00028A,1/1/2015,S,2.8296,9.4901,31.7435,1.952,4.8776,19.8141,2.3542,5.1423,17.8855,7.2635,17.7107,0.0251
PH104305081,Barangay 37 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0302,PNHZD00028B,1/1/2015,S,0,98.3433,1.6567,1.9785,98.0215,0,44.8703,19.958,0,0,0,0
PH104305005,Balulang,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,7.1885,PNHZD00028C,1/1/2015,S,6.7849,4.5879,36.4591,6.4381,10.6704,25.1534,7.066,5.1494,11.8723,3.5871,12.3526,0.0515
PH104305043,Canito-an,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,9.3984,PNHZD00028D,1/1/2015,S,8.5832,12.3451,18.3355,5.6632,8.3248,11.3409,6.7428,3.8346,9.1372,4.48,18.3423,1.4545
PH104305073,Barangay 1 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0866,PNHZD00028E,1/1/2015,S,16.148,10.7794,23.2007,9.4113,5.1284,20.4951,1.6573,2.4542,14.919,0.3465,0.1155,0
PH104305032,Barangay 40 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.1572,PNHZD00028F,1/1/2015,S,52.1177,32.1023,0,26.9874,5.6661,0,10.5508,0.0672,0,0,0,0
PH104305078,Barangay 31 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.2707,PNHZD000290,1/1/2015,S,6.694,82.1602,9.6297,13.8403,76.8914,4.3832,28.5385,28.8944,1.1081,0,0,0
PH104305034,Barangay 8 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0289,PNHZD000291,1/1/2015,S,11.6009,0,0,7.0198,0,0,0.9408,0,0,0,0,0
PH104305055,Macabalan,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.4044,PNHZD000292,1/1/2015,S,24.9565,27.7458,0,28.6855,15.5594,0,13.3959,0.6654,0,0,0,0
PH104305051,Iponan,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,4.6719,PNHZD000293,1/1/2015,S,6.6877,25.9255,52.9737,8.5383,30.5662,43.4242,11.4767,35.2871,26.3393,1.832,1.4728,0
PH104305075,Barangay 20 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0224,PNHZD000294,1/1/2015,S,21.016,0,0,15.2993,0,0,5.8243,0,0,0,0,0
PH104305061,Patag,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,2.919,PNHZD000295,1/1/2015,S,11.7698,7.3533,0.7386,10.4973,5.6268,0.4551,8.0366,3.8491,0.1645,4.7884,8.1618,0.0331
PH104305022,Barangay 27 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.1334,PNHZD000296,1/1/2015,S,18.6829,59.6199,2.6045,30.2672,35.7632,0,29.2561,8.1382,0,0,0,0
PH104305060,Pagatpat,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,8.4191,PNHZD000297,1/1/2015,S,8.4485,11.6255,14.4609,3.562,3.0914,6.7088,2.7929,2.0948,5.3583,7.2486,31.2637,1.7568
PH104305076,Barangay 25 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.1372,PNHZD000298,1/1/2015,S,11.3811,24.039,17.7824,10.8264,14.5388,16.5623,14.5466,1.4298,0,0,0,0
PH104305040,Bonbon,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.802,PNHZD000299,1/1/2015,S,24.3312,47.508,10.0174,26.5635,44.5445,1.2451,18.6137,0.9737,0,0,0,0
PH104305020,Barangay 24 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.1713,PNHZD00029A,1/1/2015,S,1.2845,60.0641,38.3595,16.0154,71.819,8.2537,32.803,22.656,1.8683,0,0,0
PH104305029,Barangay 38 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0375,PNHZD00029B,1/1/2015,S,35.2002,58.1274,0,33.1902,6.9938,0,1.8542,0,0,0,0,0
PH104305059,Pagalungan,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,15.1431,PNHZD00029C,1/1/2015,S,0.7,3.4034,11.5094,0,0,0,0,0,0,11.2741,55.7017,3.2028
PH104305035,Barangay 9 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.031,PNHZD00029D,1/1/2015,S,41.2384,29.9225,0,42.0027,3.2671,0,26.2677,0.1473,0,0,0,0
PH104305047,Dansolihon,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,42.437,PNHZD00029E,1/1/2015,S,0.5254,3.4994,5.9159,0,0,0,0,0,0,7.4504,52.9653,26.8377
PH104305054,Lumbia,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,38.5084,PNHZD00029F,1/1/2015,S,3.0212,4.6764,6.7035,0.6299,0.3544,1.1624,0.3872,0.255,0.7583,8.1326,33.0079,5.2046
PH104305023,Barangay 28 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0769,PNHZD0002A0,1/1/2015,S,13.8777,70.1918,10.4696,28.4552,43.1244,0.4107,19.1242,5.9652,0,0,0,0
PH104305017,Barangay 21 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0423,PNHZD0002A1,1/1/2015,S,33.993,14.9953,3.7264,11.3905,3.6462,2.5831,5.0457,0,0,0,0,0
PH104305070,Tignapoloan,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,62.1196,PNHZD0002A2,1/1/2015,S,0.5036,3.3945,5.0418,0,0,0,0,0,0,6.9003,40.1822,38.008
PH104305071,Tuburan,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,14.5714,PNHZD0002A3,1/1/2015,S,0.4608,3.2547,6.9629,0,0,0,0,0,0,9.6496,58.1201,9.65
PH104305079,Barangay 35 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0436,PNHZD0002A4,1/1/2015,S,0.881,91.785,7.334,3.9062,94.5178,1.5721,53.1119,26.073,0,0,0,0
PH104305031,Barangay 4 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0278,PNHZD0002A5,1/1/2015,S,28.9261,3.3572,0,21.9064,0,0,8.6538,0,0,0,0,0
PH104305025,Barangay 30 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0579,PNHZD0002A6,1/1/2015,S,16.7093,60.135,4.9589,28.5609,30.4977,0,25.1274,9.7902,0,0,0,0
PH104305077,Barangay 29 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.1896,PNHZD0002A7,1/1/2015,S,39.214,13.1387,0,35.6572,3.9211,0,10.9356,1.0819,0,0,0,0
PH104305074,Barangay 7 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0722,PNHZD0002A8,1/1/2015,S,1.9702,22.9242,58.2056,6.8753,17.0211,56.4648,0.8043,2.7577,50.9976,0,0,0
PH104305069,Tagpangi,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,9.9956,PNHZD0002A9,1/1/2015,S,0.8018,3.5846,3.4485,0,0,0,0,0,0,9.8132,67.1108,0.9143
PH104305039,Besigan,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,24.231,PNHZD0002AA,1/1/2015,S,0.6776,4.0321,5.9289,0,0,0,0,0,0,7.815,36.877,34.6846
PH104305065,San Simon,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,6.6919,PNHZD0002AB,1/1/2015,S,4.6375,7.5781,13.7308,0,0,0,0,0,0,9.628,28.8465,6.0809
PH104305011,Barangay 15 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.124,PNHZD0002AC,1/1/2015,S,0.2433,2.8183,90.4153,0.242,7.5431,85.4485,7.5721,11.3364,41.1537,0.0807,0,0
PH104305068,Taglimao,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,8.6125,PNHZD0002AD,1/1/2015,S,1.1708,4.6679,12.7808,0,0,0,0,0,0,10.8998,49.5952,1.8053
PH104305024,Barangay 3 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0279,PNHZD0002AE,1/1/2015,S,33.4221,63.3551,0,47.0074,0.8344,0,18.4846,0,0,0,0,0
PH104305053,Lapasan,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,2.1651,PNHZD0002AF,1/1/2015,S,17.9109,32.487,9.5795,20.5317,26.4617,5.2692,16.0692,11.1584,0.0046,2.7018,4.7804,0
PH104305006,Barangay 10 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0532,PNHZD0002B0,1/1/2015,S,1.103,13.378,68.5013,1.5219,15.5252,65.02,1.2273,2.6762,45.7466,0,0,0
PH104305026,Barangay 32 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0797,PNHZD0002B1,1/1/2015,S,40.6124,53.1166,0,40.8151,13.5963,0,21.8367,3.7503,0,0,0,0
PH104305016,Barangay 2 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0359,PNHZD0002B2,1/1/2015,S,18.2289,3.5654,31.6165,14.6366,1.7314,31.1413,3.7883,4.3799,18.5269,0,0,0
PH104305042,Camaman-an,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,3.2117,PNHZD0002B3,1/1/2015,S,5.9165,13.914,13.979,6.8412,15.2721,10.0168,10.3844,13.2608,1.8632,10.1357,20.1077,0.0934
PH104305041,Bugo,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,11.2439,PNHZD0002B4,1/1/2015,S,6.5354,11.7648,3.6978,5.813,5.7081,2.2559,5.458,3.4783,1.4071,5.647,22.9481,20.3664
PH104305072,Tumpagon,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,28.479,PNHZD0002B5,1/1/2015,S,0.2773,2.5635,5.2801,0,0,0,0,0,0,7.0266,48.9743,36.0182
PH104305048,F. S. Catanico,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,15.8583,PNHZD0002B6,1/1/2015,S,0.7385,4.9787,3.7762,0.0465,0.1076,0.1908,0.0416,0.1043,0.1089,9.9379,51.2038,22.5413
PH104305014,Barangay 18 (Pob.),PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,0.0474,PNHZD0002B7,1/1/2015,S,3.7538,13.0323,70.866,6.0669,10.9539,69.4097,6.391,59.166,0,0,0,0
PH104305046,Cugman,PH104305000,Cagayan de Oro City,PH104300000,Misamis Oriental,PH100000000,Region X,16.0025,PNHZD0002B8,1/1/2015,S,4.4233,5.8632,3.1869,3.1749,2.1867,0.5367,2.3429,1.0617,0.2157,9.9561,41.5904,11.6359
